Time UTC,Conductivity (S/m),Density (kg/m3),Practical Salinity (psu),Pressure (decibar),Temperature (C),Turbidity (NTU),Chlorophyll (ug/l),Oxygen Concentration Corrected (ml/l)
2018-12-23T17,3.119142499,1022.50579,29.00893505,9.255715628,8.779879424,1.442568118,1.012229878,5.419481869
2018-12-23T18,3.141763024,1022.630138,29.18215356,9.141575145,8.852362034,0.806931523,0.607329201,5.206490773
2018-12-23T19,3.14330867,1022.638981,29.19437198,9.125386925,8.856609203,0.931043681,0.254993331,5.176739164
2018-12-23T20,3.161826128,1022.744685,29.33954948,9.175719309,8.911209725,1.66231693,0.243389458,4.989371478
2018-12-23T21,3.148631971,1022.635662,29.20081536,9.178320356,8.915315819,1.039235474,0.258016116,4.978882633
2018-12-23T22,3.144723926,1022.603689,29.15903978,9.38959396,8.917312647,0.683760483,0.252990952,4.96086615
2018-12-23T23,3.147615399,1022.622836,29.18272084,9.755271927,8.924389447,0.490540201,0.266365777,4.952389307
2018-12-24T00,3.151886294,1022.651208,29.2198006,9.882896631,8.932497121,0.484280368,0.412158273,4.925388332
2018-12-24T01,3.153369453,1022.672322,29.24608206,9.580197167,8.919179117,0.546389892,0.441238545,4.973757505
2018-12-24T02,3.160618394,1022.724098,29.31661857,9.00643634,8.924103614,1.261404351,0.414034527,4.939303203
2018-12-24T03,3.148805202,1022.64769,29.21873412,8.135528709,8.896188122,1.72483376,0.429686169,4.977139157
2018-12-24T04,3.140539278,1022.603521,29.16122275,7.257158333,8.863368333,0.982675,0.238944444,5.050502045
2018-12-24T05,3.139380205,1022.600967,29.16028539,6.46399005,8.850267415,0.722020469,0.210166009,5.079029828
2018-12-24T06,3.145770981,1022.648564,29.22424531,5.995198997,8.852698527,0.572400501,2.32387218,5.054243158
2018-12-24T07,3.147183185,1022.670973,29.2512375,5.798017793,8.837577778,0.564155086,6.182215278,5.09506324
2018-12-24T08,3.138506659,1022.594126,29.15549638,5.622210398,8.845741563,1.206993007,6.5243769,5.056323414
2018-12-24T09,3.119562615,1022.448266,28.96661919,5.794709677,8.838754839,5.345028862,5.081687033,5.106325555
2018-12-24T10,3.114667546,1022.415873,28.91871463,6.788468677,8.835388116,13.18458551,4.51607971,5.168838318
2018-12-24T11,3.118712981,1022.450301,28.95725028,7.825070513,8.838523871,22.73039744,4.491821532,5.187825504
2018-12-24T12,3.11475725,1022.425658,28.91902909,8.85735,8.835095833,1.8656,5.985145833,5.198835174
2018-12-24T13,3.130080866,1022.537882,29.06168599,9.568853096,8.852663149,3.065242988,13.716099695,5.163075794
2018-12-24T14,3.129859495,1022.55347,29.07568886,9.944295361,8.832617259,0.506090402,1.539253228,5.137439026
2018-12-24T15,3.134743348,1022.586726,29.11977936,9.914263465,8.839988975,1.484620623,8.728476499,5.153378872
2018-12-24T16,3.130902639,1022.561975,29.08783557,9.674719444,8.830969167,1.972569444,5.715743056,5.174088535
2018-12-24T17,3.11372072,1022.484726,28.97607901,9.377548426,8.751833938,1.469570478,2.505883243,5.292739947
2018-12-24T18,3.132079831,1022.590676,29.12258343,9.145136897,8.803667752,0.679217986,2.621500651,5.184208832
2018-12-24T19,3.151169694,1022.687537,29.26045346,9.01925,8.874549722,1.485719444,0.375534722,4.960736874
2018-12-24T20,3.152000639,1022.690803,29.26540785,9.025861111,8.878846667,0.431275,0.481125,4.966824353
2018-12-24T21,3.158222847,1022.715407,29.30250507,9.106685612,8.911366627,0.642808014,0.943423019,4.920063758
2018-12-24T22,3.150048217,1022.631006,29.19893957,9.123683128,8.935317558,0.649190672,0.88564085,4.858826204
2018-12-24T23,3.141194609,1022.569043,29.11619441,9.397333526,8.925425072,0.527700288,1.082908384,4.893155405
2018-12-25T00,3.148962288,1022.621903,29.18453606,9.713097179,8.93902884,0.389755486,0.821356941,4.867160891
2018-12-25T01,3.153286337,1022.655311,29.22722988,9.783737851,8.940963899,0.590535962,0.326659261,4.847178187
2018-12-25T02,3.154752456,1022.684927,29.26257684,9.429882495,8.916445315,0.495103947,2.736306835,4.891151096
2018-12-25T03,3.160728444,1022.726861,29.32095421,8.749486111,8.920319722,1.168613889,1.011180556,4.842528289
2018-12-25T04,3.137273027,1022.63279,29.18280302,7.815285865,8.795957559,1.062293932,0.962828832,5.090320428
2018-12-25T05,3.131171086,1022.614785,29.15628582,7.029217233,8.752216495,0.611410373,0.880503335,5.080705033
2018-12-25T06,3.117670414,1022.570491,29.08794877,6.31913397,8.666488512,0.77028632,0.914199929,5.273668508
2018-12-25T07,3.12396976,1022.595027,29.12746584,5.909255684,8.69764497,0.437611336,1.16879085,5.253113726
2018-12-25T08,3.121601473,1022.581328,29.10947398,5.746174349,8.689905329,0.372426332,0.639517393,5.256508223
2018-12-25T09,3.117885823,1022.495277,29.01353577,5.565476793,8.760382237,0.955026708,0.399037921,5.073008803
2018-12-25T10,3.107075648,1022.390762,28.88206218,5.971170145,8.785047107,1.492497629,0.558486094,5.097584791
2018-12-25T11,3.109108222,1022.402875,28.89353445,7.002855556,8.796101667,2.723080556,0.932694444,5.132140192
2018-12-25T12,3.112730611,1022.432344,28.92600387,8.059168381,8.801383735,1.015679883,0.462954812,5.151800375
2018-12-25T13,3.119091114,1022.478273,28.9814932,8.981441266,8.812997501,0.527331297,0.439169675,5.151370393
2018-12-25T14,3.128886056,1022.547706,29.06896901,9.7064364,8.828655825,0.373482736,0.375099536,5.126279967
2018-12-25T15,3.124213079,1022.560367,29.07215502,9.938597561,8.766054878,0.500689024,0.317637195,5.147130416
2018-12-25T16,3.133377033,1022.609819,29.14156635,9.850530973,8.796439919,1.600081494,0.862805292,5.14654704
2018-12-25T17,3.121781096,1022.55856,29.06751551,9.556851294,8.741332029,1.716309452,0.948473225,5.185568447
2018-12-25T18,3.118444638,1022.551627,29.05540649,9.258488029,8.714380125,0.98333552,0.816953458,5.199216225
2018-12-25T19,3.123189541,1022.587301,29.10293295,8.98921391,8.71613785,0.547236342,1.18286361,5.198619285
2018-12-25T20,3.12600905,1022.600935,29.12311655,8.863786531,8.72699746,1.207284852,1.252420635,5.156335351
2018-12-25T21,3.139031512,1022.647985,29.19699798,8.840059456,8.800144394,0.507805776,0.294446802,5.058602163
2018-12-25T22,3.14379775,1022.626393,29.18347429,8.862572222,8.876208611,0.591158333,0.556611111,4.901017978
2018-12-25T23,3.132895933,1022.530339,29.06267774,8.856124339,8.88718341,0.499656312,0.170416254,4.864827582
2018-12-26T00,3.134985117,1022.55472,29.09067539,9.136248245,8.878917205,0.452590514,0.161626928,4.904506836
2018-12-26T01,3.14243118,1022.605286,29.15622702,9.410135048,8.892046609,0.328961749,0.232720116,4.867789867
2018-12-26T02,3.148260372,1022.647281,29.21096018,9.434340461,8.898211886,0.312896418,0.27480561,4.845457563
2018-12-26T03,3.139183057,1022.616655,29.16355241,9.061561206,8.842617204,0.489843334,0.36816839,4.931512591
2018-12-26T04,3.146357236,1022.660967,29.22615464,8.493705767,8.856431417,0.760297288,0.238878916,4.911225969
2018-12-26T05,3.12037088,1022.540794,29.05570527,7.625116344,8.738865751,1.082169283,0.250504202,5.097248863
2018-12-26T06,3.101029159,1022.4659,28.94464636,6.862563177,8.631600389,0.544240489,0.235865037,5.319054426
2018-12-26T07,3.113786577,1022.518761,29.02695801,6.244529574,8.692053905,0.612647059,0.210632272,5.155239372
2018-12-26T08,3.119722997,1022.565665,29.08858888,5.949828283,8.691670707,0.716013468,0.205713564,5.202213012
2018-12-26T09,3.117230681,1022.544865,29.06246611,5.88563183,8.692252941,1.037243697,0.239883786,5.188026414
2018-12-26T10,3.027429544,1021.804697,28.12077367,5.783213855,8.714679664,1.657474505,0.845608513,5.043921672
2018-12-26T11,3.091855597,1022.280053,28.73639647,6.239871448,8.771756848,1.338004735,1.751335362,5.031331341
2018-12-26T12,3.108173068,1022.409934,28.89769403,7.293570598,8.779054619,1.241609529,0.348932927,5.045482915
2018-12-26T13,3.111620806,1022.445921,28.93661513,8.35245,8.774241667,0.837686111,0.691020833,5.080403925
2018-12-26T14,3.121567393,1022.523854,29.03225575,9.279710381,8.781845478,0.38258054,1.280274707,5.100873704
2018-12-26T15,3.123014647,1022.540821,29.04990441,9.854838803,8.778208345,0.361056115,0.31218723,5.112402687
2018-12-26T16,3.114718723,1022.499129,28.98987809,10.01938789,8.747214005,0.775945681,0.226389797,5.141947299
2018-12-26T17,3.12247223,1022.549733,29.05807384,9.87371131,8.761419028,1.404084466,0.225824176,5.127533466
2018-12-26T18,3.113791241,1022.502541,28.99397125,9.546212023,8.730760504,1.934831933,0.259628433,5.19904113
2018-12-26T19,3.13190246,1022.615502,29.1478898,9.190998553,8.770550477,1.330283565,0.223055796,5.122508023
2018-12-26T20,3.13651121,1022.659408,29.20375915,8.920689064,8.76048355,0.760829335,0.194760274,5.145741934
2018-12-26T21,3.148414756,1022.712984,29.28306351,8.748252339,8.813001204,0.804620482,0.483827514,5.013319223
2018-12-26T22,3.172220883,1022.827403,29.44791096,8.686845321,8.909153291,0.726017773,3.197799222,4.700145064
2018-12-26T23,3.149413863,1022.647809,29.21734463,8.696517497,8.905519166,0.803338937,9.496758794,4.646726539
2018-12-27T00,3.139371684,1022.566471,29.11359121,8.662581483,8.906132891,0.786474488,5.471398732,4.659375839
2018-12-27T01,3.138458506,1022.575966,29.12060976,8.894238474,8.886028617,0.575240064,3.706991122,4.736126666
2018-12-27T02,3.157443645,1022.692698,29.2772388,9.136232505,8.932330668,0.328135351,0.235583785,4.627157663
2018-12-27T03,3.161721141,1022.723219,29.31705868,9.161802688,8.937214356,0.516899377,11.074991811,4.607859094
2018-12-27T04,3.159264694,1022.729245,29.32035578,8.808461111,8.902813611,0.423722222,5.480645833,4.65343411
2018-12-27T05,3.169863877,1022.799863,29.41671614,8.273618302,8.918108938,0.626133012,0.157152527,4.594853505
2018-12-27T06,3.139706137,1022.672097,29.2297508,7.542246598,8.769454596,0.814643155,0.189981949,4.812905557
2018-12-27T07,3.117068443,1022.591088,29.10580941,6.838621519,8.636958749,0.334723273,0.200309278,5.048001503
2018-12-27T08,3.114907493,1022.587177,29.09974592,6.407306122,8.617401166,23.68297959,0.212693092,5.136292974
2018-12-27T09,3.109047392,1022.498879,28.99754092,6.18857685,8.668617452,0.306496997,0.192138116,5.02287519
2018-12-27T10,3.126048761,1022.615027,29.15113197,6.14413649,8.694826232,0.465071011,0.186755704,5.0077124
2018-12-27T11,3.123397116,1022.536925,29.06491064,6.083269231,8.76660062,0.950127132,0.19508057,4.891045267
2018-12-27T12,3.119568721,1022.487135,29.00305605,6.626156571,8.793664896,1.060520723,0.23376589,4.881747534
2018-12-27T13,3.123874944,1022.518029,29.03832783,7.684977778,8.804251667,0.907566667,0.212826389,4.871773772
2018-12-27T14,3.124442794,1022.527896,29.04519354,8.610730353,8.802527076,0.662021661,0.184219661,4.904794393
2018-12-27T15,3.135157806,1022.608453,29.14574005,9.393088889,8.813828611,0.374991667,0.5623125,4.9118945
2018-12-27T16,3.136066861,1022.630802,29.16842843,9.874966667,8.797336389,0.3279,0.502743056,4.908281543
2018-12-27T17,3.135040778,1022.64638,29.18243647,9.934280556,8.767440833,0.678702778,0.338625,4.924415391
2018-12-27T18,3.13768892,1022.649281,29.19139618,9.747292419,8.789768398,1.137586781,0.191155235,4.926642178
2018-12-27T19,3.119287111,1022.573528,29.07934772,9.363855556,8.695718889,1.190863889,0.206263889,5.078613244
2018-12-27T20,3.1246545,1022.601217,29.12040241,8.954486111,8.713211111,0.642936111,0.175881944,5.102197673
2018-12-27T21,3.146644056,1022.712287,29.27951697,8.635133333,8.795151111,0.330413889,0.161847222,4.898775246
2018-12-27T22,3.144615079,1022.694005,29.25756327,8.436625937,8.796627881,8.575359622,0.171292696,4.856740841
2018-12-27T23,3.140732111,1022.687597,29.24405132,8.326122222,8.764580556,10.15180556,0.18175,4.923519018
2018-12-28T00,3.130306083,1022.5865,29.11909202,8.272405556,8.786170556,0.773361111,0.166548611,4.85622223
2018-12-28T01,3.133428,1022.580887,29.11942883,8.217741667,8.8248025,0.768052778,0.163208333,4.784727779
2018-12-28T02,3.127067981,1022.549773,29.07372903,8.458480978,8.800706193,0.652854763,0.158310192,4.871582876
2018-12-28T03,3.135138389,1022.600919,29.14113012,8.718008333,8.819531389,0.731366667,0.155326389,4.83179551
2018-12-28T04,3.140564722,1022.638446,29.19007701,8.819088889,8.827787778,1.236758333,0.212069444,4.805761792
2018-12-28T05,3.130684155,1022.598687,29.13063958,8.655915493,8.776565336,1.066830986,0.355858764,4.8839793
2018-12-28T16,3.114845944,1022.539189,29.034012,9.586861173,8.695086566,0.324700224,0.188537993,5.100457826
2018-12-28T17,3.1072105,1022.500003,28.97700362,9.927522222,8.668416389,0.289125,0.176048611,5.129997533
2018-12-28T18,3.101466833,1022.478502,28.94370418,9.926080556,8.636708611,0.586172222,0.195777778,5.182623213
2018-12-28T19,3.102705915,1022.494749,28.96418407,9.686339906,8.627383505,1.035706748,0.224493196,5.228698787
2018-12-28T20,3.057470917,1022.285165,28.66205275,9.266888889,8.424708889,1.234563889,0.262215278,5.593279185
2018-12-28T21,3.077127889,1022.395894,28.81694037,8.822138889,8.484520556,0.832733333,0.249131944,5.513096361
2018-12-28T22,3.093395472,1022.475056,28.93221942,8.424669444,8.549653611,0.550975,0.217236111,5.364735873
2018-12-28T23,3.108871591,1022.546778,29.03749997,8.182668703,8.616386559,0.487639545,0.192647876,5.196323676
2018-12-29T00,3.125751222,1022.63521,29.1624851,8.028427778,8.676041944,0.439352778,0.175298611,5.043813512
2018-12-29T01,3.120043778,1022.556876,29.07027173,7.957530556,8.717074722,0.509311111,0.176666667,4.915522229
2018-12-29T02,3.112060333,1022.445497,28.93936155,7.869394444,8.776644722,0.499905556,0.175333333,4.801965133
2018-12-29T03,3.114907942,1022.50185,29.00251393,8.077511802,8.735105804,0.437553457,0.172722855,4.941157515
2018-12-29T04,3.131156833,1022.60396,29.13840004,8.375352778,8.773171667,0.299161111,0.173756944,4.868425218
2018-12-29T05,3.138067134,1022.649392,29.19789869,8.581339099,8.787178646,0.273346257,0.171831196,4.845099284
2018-12-29T06,3.126446556,1022.578982,29.10262711,8.536383333,8.7576025,0.296313889,0.175854167,4.878926462
2018-12-29T07,3.129577756,1022.599144,29.13109232,8.229080811,8.762309359,0.346725909,0.162586781,4.867284479
2018-12-29T08,3.135342778,1022.637535,29.18407694,7.817483333,8.770266111,0.443361111,0.159847222,4.850780769
2018-12-29T09,3.109776806,1022.502272,28.99633391,7.441594444,8.678369444,0.43685,0.179743056,5.014974561
2018-12-29T10,3.105332444,1022.482995,28.96884599,7.227577778,8.656109167,0.451936111,0.177166667,5.057367921
2018-12-29T11,3.10718145,1022.502794,28.99343027,7.14234657,8.649420994,0.366731463,0.174965287,5.071379608
2018-12-29T12,3.093285528,1022.410521,28.87062413,7.184483333,8.624315278,0.695241667,0.174,5.120815401
2018-12-29T13,3.087947972,1022.290594,28.73493397,7.275380556,8.723239167,12.13576667,0.171152778,4.89593207
2018-12-29T14,3.114612556,1022.487272,28.98882609,7.650366667,8.748341111,0.741575,0.165520833,4.924617102
2018-12-29T15,3.119036656,1022.524252,29.03218361,8.39198556,8.750613163,0.603929464,0.163322688,4.936564639
2018-12-29T16,3.119509083,1022.537205,29.0432848,9.071580556,8.742657222,0.329677778,0.1509375,4.963602006
2018-12-29T17,3.126560139,1022.592669,29.11161514,9.668016667,8.74754,0.285347222,0.148833333,4.978823855
2018-12-29T18,3.125120778,1022.581191,29.09535347,9.988277778,8.749138611,0.60785,0.14525,4.969761468
2018-12-29T19,3.126001389,1022.586515,29.10297477,9.906642599,8.750938073,0.466251041,0.146924465,4.992942481
2018-12-29T20,3.131556417,1022.618992,29.14889156,9.597975,8.764801389,0.755763889,0.157465278,5.033791307
2018-12-29T21,3.114596111,1022.504168,28.99930149,9.113716667,8.734521389,1.064611111,0.170576389,5.193908043
2018-12-29T22,3.098333611,1022.449925,28.91421843,8.638191667,8.6339425,0.583430556,0.165590278,5.373499516
2018-12-29T23,3.103919661,1022.466757,28.94443333,8.210591502,8.66767148,0.462910303,0.166460705,5.354673772
2018-12-30T00,3.110077,1022.499523,28.99181651,7.896,8.68747,1.457072222,0.169826389,5.267978457
2018-12-30T01,3.127569056,1022.607508,29.13874396,7.667791667,8.728115833,0.885630556,0.156930556,5.07498967
2018-12-30T02,3.131650639,1022.612696,29.15250124,7.543183333,8.762608889,0.395619444,0.1520625,4.898007033
2018-12-30T03,3.132818967,1022.575481,29.11631197,7.461149681,8.821351291,0.397167453,0.141301027,4.705925364
2018-12-30T04,3.140767556,1022.646372,29.20421544,7.689063889,8.813698611,0.448222222,0.139791667,4.729003496
2018-12-30T05,3.142912972,1022.664098,29.22485904,8.082966667,8.815222222,0.272205556,0.131604167,4.72397883
2018-12-30T06,3.143446556,1022.675033,29.23588532,8.368797222,8.808358889,0.314722222,0.137208333,4.740961374
2018-12-30T07,3.141912358,1022.667269,29.22444805,8.457109136,8.803037767,0.239416829,0.17938767,4.74225012
2018-12-30T08,3.140383111,1022.673948,29.2291315,8.32945,8.778320556,0.247072222,0.202826389,4.784667431
2018-12-30T09,3.140347528,1022.695902,29.25300469,8.117447222,8.749013611,0.283997222,0.478368056,4.796553754
2018-12-30T10,3.118047778,1022.614588,29.12730601,7.857113889,8.621843333,0.288630556,1.508055556,4.944978696
2018-12-30T11,3.074599722,1022.441479,28.86565756,7.653268537,8.393602055,0.194340461,0.161427381,5.326642207
2018-12-30T12,3.070083306,1022.425021,28.84032828,7.584569444,8.367335278,0.185994444,0.179263889,5.388134025
2018-12-30T13,3.070510083,1022.426004,28.841775,7.66235,8.370909722,0.213238889,0.165756944,5.364001236
2018-12-30T14,3.066395083,1022.307697,28.70947718,7.815922222,8.4807,0.280355556,0.157270833,5.175896617
2018-12-30T15,3.072530436,1022.312366,28.72474379,8.043918356,8.539908081,0.323965565,0.160594279,5.122081592
2018-12-30T16,3.095963222,1022.459215,28.91973362,8.580105556,8.59728,0.347969444,0.155569444,5.103977935
2018-12-30T17,3.094734306,1022.448181,28.90299144,9.173977778,8.601951667,0.2652,0.156513889,5.109708467
2018-12-30T18,3.108222194,1022.534587,29.01666039,9.593016667,8.632927778,0.231422222,0.151618056,5.099669679
2018-12-30T19,3.112984088,1022.56209,29.05330948,9.813040822,8.647941961,0.285792835,0.150617884,5.071590703
2018-12-30T20,3.102207333,1022.515233,28.98485679,9.643025,8.595928611,0.308894444,0.153659722,5.180856491
2018-12-30T21,3.108817806,1022.548283,29.03377812,9.249752778,8.619616944,0.551394444,0.162597222,5.208146516
2018-12-30T22,3.074284806,1022.413231,28.83030072,8.711536111,8.432309722,0.6461,0.2109375,5.549151542
2018-12-30T23,3.072105471,1022.404349,28.81950562,8.184237712,8.418140239,0.336642599,0.20965704,5.586375454
2018-12-31T00,3.081101667,1022.445647,28.88192413,7.702313889,8.456062222,0.928694444,0.233743056,5.466339419
2018-12-31T01,3.081024306,1022.456924,28.89540952,7.329808333,8.438804722,0.650561111,0.227729167,5.403643268
2018-12-31T02,3.066148056,1022.356739,28.76383853,7.095472222,8.411121389,0.290947222,0.204076389,5.395413071
2018-12-31T03,3.069424799,1022.298459,28.70955804,6.983390725,8.519506248,0.304820883,0.192939461,5.098041382
2018-12-31T04,3.090496694,1022.406211,28.86203375,6.942377778,8.599640278,0.414411111,0.181861111,4.9476856
2018-12-31T05,3.105184333,1022.511198,28.99761474,7.312088889,8.619055833,0.510325,0.169076389,4.969552604
2018-12-31T06,3.101842583,1022.500769,28.9780556,7.79675,8.600591667,0.325316667,0.164131944,4.975736804
2018-12-31T07,3.106665676,1022.545158,29.0314406,8.225712302,8.596017217,0.185662316,0.1694807,4.987534101
2018-12-31T08,3.109469861,1022.55953,29.05045019,8.490691667,8.608009722,0.2785,0.2223125,5.004254577
2018-12-31T09,3.102939417,1022.54114,29.01861187,8.558222222,8.564565,0.194752778,0.218111111,5.02595633
2018-12-31T10,3.101542694,1022.561709,29.03804623,8.447763889,8.523385833,0.240402778,0.148875,5.028444524
2018-12-31T11,3.09644471,1022.569433,29.03764767,8.237620106,8.459573174,0.248589281,0.171618995,5.088323576
2018-12-31T12,3.041394222,1022.38571,28.74362322,8.064552778,8.120417222,0.229394444,0.2260625,5.536132049
2018-12-31T13,3.038986833,1022.375647,28.72894056,7.997808333,8.107703611,0.216044444,0.225875,5.553260116
2018-12-31T14,3.036634556,1022.356636,28.70434878,8.054172222,8.1076775,0.162938889,0.231819444,5.598255517
2018-12-31T15,3.045483671,1022.382357,28.746857,8.220830325,8.168520133,0.214037767,0.237718689,5.515704222
2018-12-31T16,3.051968472,1022.300633,28.67231208,8.385152778,8.342518056,0.277055556,0.185180556,5.301365976
2018-12-31T17,3.094475222,1022.479907,28.93799829,8.695894444,8.556055833,0.320355556,0.149777778,5.052614841
2018-12-31T18,3.09500375,1022.489561,28.94677726,9.169127778,8.551810278,0.233255556,0.147951389,5.069427476
2018-12-31T19,3.095441711,1022.496168,28.95281262,9.516673146,8.549814496,0.209033602,2.331463482,5.095521034
2018-12-31T20,3.088648361,1022.473402,28.91571167,9.626911111,8.509216111,0.217158333,0.238958333,5.111720484
2018-12-31T21,3.083910583,1022.473098,28.90765418,9.393352778,8.459311389,0.240188889,0.292111111,5.240787023
2018-12-31T22,3.095707639,1022.51889,28.97982115,8.955008333,8.5204975,0.375288889,0.168805556,5.188347836
2018-12-31T23,3.067882338,1022.39898,28.80515436,8.357803388,8.381979728,0.384912524,0.207796445,5.447175561
2019-01-01T00,3.058493028,1022.368989,28.75912488,7.766352778,8.319364722,0.231438889,0.235354167,5.54188441
2019-01-01T01,3.063048972,1022.398777,28.80124251,7.274691667,8.325988333,0.249258333,0.257222222,5.484848062
2019-01-01T02,3.088742306,1022.519532,28.97747562,6.912116667,8.436065278,0.653236111,0.236215278,5.234933223
2019-01-01T03,3.126772139,1022.688534,29.22654638,6.714019444,8.611964167,0.249511111,0.171319444,4.836153378
2019-01-01T04,3.109950903,1022.512742,29.01160835,6.619922244,8.662368786,0.499980561,0.174847265,4.710214273
2019-01-01T05,3.115674333,1022.53665,29.04722406,6.651191667,8.690879167,0.601291667,0.172701389,4.705112586
2019-01-01T06,3.121358667,1022.575077,29.09548725,7.185613889,8.703166667,0.569255556,0.162659722,4.717970937
2019-01-01T07,3.126086778,1022.615851,29.14411997,7.776338889,8.702998333,0.390419444,0.156055556,4.70059245
2019-01-01T08,3.119074729,1022.589861,29.1010225,8.332427104,8.667200222,0.210244377,0.199028048,4.784157736
2019-01-01T09,3.120152139,1022.612387,29.12485916,8.687325,8.651558056,0.264188889,0.254798611,4.872062172
2019-01-01T10,3.122903639,1022.630363,29.14799432,8.858469444,8.6578575,0.217302778,0.256125,4.796417311
2019-01-01T11,3.12474075,1022.652941,29.17534247,8.798113889,8.647706111,0.285061111,0.243006944,4.815958032
2019-01-01T12,3.125190864,1022.665281,29.19003152,8.604462649,8.63562316,0.296003888,0.167377117,4.851862966
2019-01-01T13,3.115673167,1022.642737,29.14951201,8.412211111,8.565519722,0.265161111,0.167368056,4.860285068
2019-01-01T14,3.100527694,1022.598239,29.07496764,8.329913889,8.465790556,0.185252778,0.196784722,4.954797692
2019-01-01T15,3.10368775,1022.604816,29.08755672,8.371897222,8.490241667,0.313863889,0.707125,4.753521208
2019-01-01T16,3.100646598,1022.56756,29.04215885,8.516145515,8.507083588,0.224445987,0.161246876,4.972459296
2019-01-01T17,3.112693528,1022.554194,29.05011517,8.665044444,8.648934167,0.285888889,0.156840278,4.705528039
2019-01-01T18,3.111149611,1022.53655,29.02781153,8.860108333,8.6565775,0.232369444,0.157666667,4.714625626
2019-01-01T19,3.122140194,1022.628581,29.14311495,9.182122222,8.654049444,0.209577778,0.5839375,4.80106597
2019-01-01T20,3.122411164,1022.630177,29.1439725,9.453310192,8.656273257,6.061588448,0.159330741,4.816081972
2019-01-01T21,3.115701917,1022.596914,29.09639999,9.487605556,8.629901944,1.734175,0.163284722,4.814674476
2019-01-01T22,3.116644139,1022.620197,29.12400533,9.181230556,8.608316944,0.229666667,0.161583333,4.83897447
2019-01-01T23,3.122954667,1022.661876,29.1819026,8.679144444,8.617385,0.442833333,0.181486111,4.829227691
2019-01-02T00,3.089915773,1022.547754,29.00358546,8.062368786,8.418908914,0.404093307,0.235302694,5.12637463
