Time UTC,Conductivity (S/m),Density (kg/m3),Practical Salinity (psu),Pressure (decibar),Temperature (C),Turbidity (NTU),Chlorophyll (ug/l),Oxygen Concentration Corrected (ml/l)
2019-01-04T07,3.128671056,1022.573604,29.11218023,6.286580556,8.775003611,1.01465,0.135652778,4.895523471
2019-01-04T08,3.132959206,1022.610657,29.15571732,6.953957234,8.775379617,1.168969731,0.124729242,4.822239555
2019-01-04T09,3.134662222,1022.6271,29.17201961,7.793027778,8.776446667,0.584311111,0.108986111,4.832215495
2019-01-04T10,3.134481333,1022.640983,29.18213646,8.620011111,8.761473333,0.379511111,0.082215278,4.860443155
2019-01-04T11,3.132649528,1022.642509,29.17710052,9.268905556,8.744346389,0.319594444,0.092895833,4.894793006
2019-01-04T12,3.131913774,1022.634861,29.16588838,9.646562066,8.74857734,0.524834768,0.191814774,4.954209128
2019-01-04T13,3.127412083,1022.608307,29.12966649,9.643261111,8.736248056,0.797813889,0.097444444,4.986359104
2019-01-04T14,3.116328444,1022.534054,29.03209449,9.456561111,8.716139444,1.350452778,0.135354167,5.079508246
2019-01-04T15,3.117543278,1022.554109,29.05647109,9.2211,8.701781389,1.175802778,0.110513889,5.100308428
2019-01-04T16,3.146785448,1022.740531,29.30723108,9.050558178,8.76319078,0.650488753,0.066974452,4.90851502
2019-01-04T17,3.147050472,1022.741607,29.3092208,8.975544444,8.764122778,0.4674,0.069923611,4.935260408
2019-01-04T18,3.143652917,1022.714785,29.27465037,9.005163889,8.763581111,0.46415,0.119131944,4.977308885
2019-01-04T19,3.166378694,1022.831552,29.43907603,9.105777778,8.847480833,0.409458333,0.075326389,4.814897849
2019-01-04T20,3.140313524,1022.618132,29.16659952,9.198133852,8.853051652,0.54177173,0.072334074,4.818806098
2019-01-04T21,3.150410139,1022.677103,29.24676586,9.301369444,8.881575833,0.7184,0.061041667,4.733425959
2019-01-04T22,3.135989417,1022.577993,29.11529198,9.454236111,8.861285,0.693027778,0.060576389,4.793974101
2019-01-04T23,3.14158075,1022.627298,29.17716079,9.485791667,8.855919444,0.412775,0.074756944,4.756357221
2019-01-05T00,3.137896945,1022.573285,29.11544961,9.161124688,8.885166898,0.430069425,0.084254374,5.009883059
2019-01-05T01,3.145420444,1022.640874,29.20286114,8.611863889,8.873025,0.559947222,0.088444444,4.838446276
2019-01-05T02,3.129696,1022.542404,29.07365936,7.922011111,8.834006389,0.926577778,0.101840278,5.026421193
2019-01-05T03,3.11897575,1022.489089,29.00108201,7.224541667,8.788451667,0.726583333,0.098020833,5.263874304
2019-01-05T04,3.124226659,1022.537109,29.0639746,6.638128298,8.777868092,0.75811719,0.115336018,5.258160295
2019-01-05T05,3.134589222,1022.612074,29.16355892,6.281555556,8.786583056,0.597730556,0.105972222,5.159242364
2019-01-05T06,3.140599028,1022.663771,29.22950347,6.154122222,8.781647222,0.506594444,0.119340278,5.131945429
2019-01-05T07,3.135498083,1022.604619,29.15820671,6.139194444,8.8045425,0.894113889,0.128423611,4.968240765
2019-01-05T08,3.12657995,1022.525368,29.05754018,6.364515412,8.815396557,1.188147737,0.291030269,4.826499346
2019-01-05T09,3.131414694,1022.561777,29.10055449,7.214630556,8.823104722,2.437705556,0.291673611,4.792351371
2019-01-05T10,3.131066333,1022.570972,29.10517798,8.099011111,8.812658611,0.933341667,0.285555556,4.819416382
2019-01-05T11,3.135259611,1022.611203,29.15137794,8.862541667,8.808504722,1.495658333,0.3553125,4.817298709
2019-01-05T12,3.139925909,1022.64874,29.19645519,9.464662594,8.811730075,0.533088031,4.212211886,4.801924835
2019-01-05T13,3.136844861,1022.621342,29.16111238,9.654652778,8.816094722,0.426344444,2.0433125,4.829027952
2019-01-05T14,3.139093417,1022.65494,29.20074902,9.58585,8.796041667,0.839133333,2.565638889,4.838263282
2019-01-05T15,3.131198444,1022.605266,29.1350642,9.357836111,8.777251389,1.182547222,1.548736111,4.880121376
2019-01-05T16,3.133689503,1022.637023,29.17407833,9.118903082,8.761060816,0.647325743,0.512427104,4.968928509
2019-01-05T17,3.159531611,1022.769318,29.36198396,8.939619444,8.855661944,0.371697222,0.296719488,4.711206351
2019-01-05T18,3.155026583,1022.741549,29.32468519,8.895158333,8.844793333,0.365891667,0.510120867,4.709500349
2019-01-05T19,3.157462389,1022.759122,29.34761131,8.900225,8.847333611,0.589797222,0.203506944,4.707284581
2019-01-05T20,3.15460622,1022.712461,29.29324597,8.963449042,8.877673702,0.516012219,0.034434879,4.638870013
2019-01-05T21,3.140656833,1022.591386,29.14033432,9.003175,8.889438056,1.783238889,0.027,4.566796403
2019-01-05T22,3.153922917,1022.701018,29.27890843,9.191494444,8.886391667,1.683130556,0.025145874,4.58194766
2019-01-05T23,3.158775944,1022.741087,29.32907028,9.362844444,8.885901944,1.787858333,0.026458333,4.589843573
2019-01-06T00,3.156576756,1022.720894,29.30414243,9.300672036,8.888772563,1.703201888,0.027506248,4.571614335
2019-01-06T01,3.146774861,1022.650331,29.2139363,8.891636111,8.876321667,1.220597222,0.037548611,4.613052976
2019-01-06T02,3.141631083,1022.611438,29.16651421,8.294652778,8.870053056,0.600455556,0.055166667,4.614521282
2019-01-06T03,3.117236528,1022.46806,28.9741935,7.566955556,8.799288611,0.565991667,0.062152778,4.803036679
2019-01-06T04,3.100048487,1022.427986,28.90295628,6.914290475,8.670263538,0.321138573,0.068078312,5.08199154
2019-01-06T05,3.099939111,1022.443586,28.92137586,6.433072222,8.646544444,1.782322222,0.083493056,5.145298876
2019-01-06T06,3.11043725,1022.508009,29.00965152,6.1933,8.671061667,1.101166667,0.091222222,5.109145308
2019-01-06T07,3.0947655,1022.363492,28.82936609,6.154961111,8.694191389,0.667075,0.114256944,5.030483125
2019-01-06T08,3.092790808,1022.287983,28.74699861,6.128936407,8.770575118,1.971599556,0.104790336,4.776660637
2019-01-06T09,3.111593528,1022.428726,28.92668462,6.698016667,8.786902222,1.670188889,0.163958333,4.768680215
2019-01-06T10,3.122350611,1022.517618,29.03543973,7.594525,8.788679444,1.431008333,0.246041667,4.781591428
2019-01-06T11,3.124461972,1022.547569,29.06617164,8.521413889,8.777196389,0.419911111,0.518729167,4.815058913
2019-01-06T12,3.134539072,1022.62635,29.16392076,9.249641766,8.78402777,0.275156901,0.529408498,4.806359466
2019-01-06T13,3.133499167,1022.616322,29.14895841,9.770138889,8.788962222,0.3979,0.215333333,4.784923706
2019-01-06T14,3.127683111,1022.583162,29.10304164,9.830277778,8.771991389,0.635041667,0.153715278,4.80338605
2019-01-06T15,3.134611861,1022.644991,29.18147471,9.666544444,8.763383333,1.100386111,0.109409722,4.813594841
2019-01-06T16,3.124009914,1022.583589,29.09865104,9.392057762,8.731479034,1.256450986,0.087440989,4.852706652
2019-01-06T17,3.127627222,1022.61616,29.14068257,9.147277778,8.72579,0.480577778,0.041541667,4.865194555
2019-01-06T18,3.120378,1022.582063,29.09222411,8.972647222,8.693934722,0.356741667,0.066652778,4.917682522
2019-01-06T19,3.127380056,1022.617433,29.14274967,8.899763889,8.720293611,0.489747222,0.064347222,4.8810719
2019-01-06T20,3.135233889,1022.662249,29.20440792,8.897161111,8.743691667,0.361263889,0.098638889,4.921029606
2019-01-06T21,3.1551802,1022.686637,29.26779498,8.893049153,8.915642877,0.463582338,0.101652319,4.519466136
2019-01-06T22,3.15277725,1022.653748,29.22878493,8.927086111,8.933153056,0.376958333,0.0953125,4.459400525
2019-01-06T23,3.15191125,1022.685622,29.25937036,9.122530556,8.88508,0.286558333,0.098416667,4.573889456
2019-01-07T00,3.162570806,1022.754704,29.35119097,9.218388889,8.906380833,0.260163889,0.104354167,4.495502496
2019-01-07T01,3.160179978,1022.748526,29.3411369,9.024812552,8.888918356,0.226301027,0.102270203,4.52975217
2019-01-07T02,3.157212417,1022.741361,29.33042938,8.528208333,8.865225,0.34485,0.0975,4.585280053
2019-01-07T03,3.155927417,1022.752244,29.34245789,7.885233333,8.834948056,0.619791667,0.104090278,4.62984768
2019-01-07T04,3.131784,1022.647174,29.19036444,7.208747222,8.718377778,0.469022222,0.109291667,4.871736605
2019-01-07T05,3.111192391,1022.589704,29.09425569,6.643643432,8.577260761,0.635506804,0.140905304,5.127486665
2019-01-07T06,3.107799556,1022.595899,29.09613215,6.282091667,8.532561389,0.179575,0.173597222,5.202805338
2019-01-07T07,3.131071556,1022.693411,29.24243712,6.159513889,8.646778611,0.221338889,0.167291667,4.928401772
2019-01-07T08,3.128199444,1022.579103,29.11769052,6.151822222,8.762167222,0.602072222,0.189951389,4.663697355
2019-01-07T09,3.127779256,1022.573015,29.10969235,6.323887809,8.766839767,0.940230492,0.194813941,4.677671413
2019-01-07T10,3.119570222,1022.527651,29.04263831,7.179541667,8.745157778,1.339005556,0.201666667,4.731869002
2019-01-07T11,3.118852389,1022.542056,29.05201927,8.060594444,8.724245278,0.908988889,0.164444444,4.777279746
2019-01-07T12,3.120837972,1022.567249,29.07818867,8.858094444,8.716876944,0.314405556,0.118465278,4.803636779
2019-01-07T13,3.12757173,1022.616796,29.13957568,9.489733407,8.726259928,0.326492641,0.161496806,4.786988391
2019-01-07T14,3.128119444,1022.643736,29.16724281,9.796177778,8.699351944,0.222419444,1.700173611,4.757819361
2019-01-07T15,3.127878917,1022.663161,29.18731414,9.747652778,8.671975833,0.748244444,5.325354167,4.787530978
2019-01-07T16,3.123982417,1022.652865,29.17038123,9.507094444,8.643850278,1.162975,6.171895833,4.830553736
2019-01-07T17,3.101251986,1022.592123,29.0656129,9.213648986,8.485744238,0.914495973,6.710295751,5.051410054
2019-01-07T18,3.101041333,1022.601028,29.07557137,9.001097222,8.471154444,0.318913889,7.025006944,5.073133961
2019-01-07T19,3.108546778,1022.626753,29.11703719,8.900144444,8.515255278,0.483344444,8.063986111,5.010745584
2019-01-07T20,3.1115845,1022.613113,29.10859582,8.872455556,8.563688056,0.325425,1.887979167,4.984678438
2019-01-07T21,3.129033602,1022.704564,29.23696111,8.887128575,8.626640378,0.357906137,0.671924465,4.983010887
2019-01-07T22,3.140640917,1022.638643,29.19016913,8.873433333,8.828619167,0.487411111,0.783145833,4.540612175
2019-01-07T23,3.143011583,1022.676634,29.23361366,9.010236111,8.805356389,0.273133333,1.755541667,4.615935939
2019-01-08T00,3.137365278,1022.666245,29.21120075,9.187275,8.761941389,0.206705556,3.871055556,4.692436909
2019-01-08T01,3.146284726,1022.718297,29.28253981,9.162188281,8.786788392,0.321346848,3.688197723,4.63618725
2019-01-08T02,3.140440667,1022.711676,29.26631416,8.802288889,8.733696111,0.223955556,6.146708333,4.702854989
2019-01-08T03,3.143005083,1022.75037,29.3140983,8.282175,8.708143333,0.398808333,7.571770833,4.707556917
2019-01-08T04,3.089145528,1022.592519,29.05124708,7.627316667,8.35136,0.662438889,3.933222222,5.206281994
2019-01-08T05,3.067533046,1022.524886,28.94343953,6.97046376,8.209730908,0.243740628,0.818661483,5.395103074
2019-01-08T06,3.060070222,1022.504836,28.91104358,6.477513889,8.154779444,0.328666667,0.981604167,5.537053334
2019-01-08T07,3.072589917,1022.54368,28.97614952,6.232594444,8.234276667,0.163833333,0.316965278,5.427978472
2019-01-08T08,3.10424825,1022.616634,29.1116543,6.193072222,8.469106111,0.285436111,0.259229167,4.99351514
2019-01-08T09,3.084539128,1022.377973,28.82515391,6.154698695,8.569750347,0.638905859,0.234212719,4.786574301
2019-01-08T10,3.109980417,1022.527388,29.02692712,6.624238889,8.644022222,1.013336111,0.232513889,4.770050179
2019-01-08T11,3.10536,1022.51144,28.99737681,7.480513889,8.621491111,1.236266667,0.240861111,4.833910476
2019-01-08T12,3.107658333,1022.540112,29.02728294,8.3802,8.613498333,0.491644444,0.2056875,4.884480123
2019-01-08T13,3.112586254,1022.577953,29.07272703,9.074665371,8.619770619,0.204029436,0.56953624,4.896594061
2019-01-08T14,3.114584639,1022.595819,29.09268847,9.582727778,8.620323611,0.291725,5.468201389,4.850583567
2019-01-08T15,3.112341389,1022.602447,29.0948596,9.693138889,8.589433333,0.343036111,4.815791667,4.871980666
2019-01-08T16,3.114926222,1022.62659,29.12548667,9.585344444,8.584773056,0.672161111,5.475916667,4.903963196
2019-01-08T17,3.096012191,1022.564104,29.02592161,9.325515135,8.46793474,0.875887254,5.115308248,5.003459368
2019-01-08T18,3.093967639,1022.583195,29.04329702,9.080994444,8.421184167,0.469833333,4.449854167,5.113821373
2019-01-08T19,3.133880889,1022.765367,29.30970142,8.877105556,8.599302778,0.201386111,0.272923611,4.766477389
2019-01-08T20,3.142015417,1022.806217,29.36825815,8.764252778,8.630175556,0.180661111,2.707125,4.667335504
2019-01-08T21,3.158681894,1022.876414,29.47313127,8.742368786,8.710921688,0.175853929,0.206303804,4.555580524
2019-01-08T22,3.153643694,1022.815686,29.39985609,8.806866667,8.736719444,0.443038889,0.184541667,4.496110879
2019-01-08T23,3.120148556,1022.525784,29.0336789,8.848033333,8.762459444,0.358686111,0.173805556,4.460218641
2019-01-09T00,3.135449306,1022.676649,29.2194986,8.968658333,8.728050833,0.255744444,0.178854167,4.601847492
2019-01-09T01,3.142384421,1022.738082,29.29622992,9.075270758,8.721578173,0.181133019,0.194494585,4.631187993
2019-01-09T02,3.141385917,1022.726764,29.28307516,8.962083333,8.725099444,0.625494444,7.675722222,4.590894983
2019-01-09T03,3.126789556,1022.666322,29.19433689,8.562597222,8.650437222,0.749761111,7.718625,4.659943507
2019-01-09T04,3.096833583,1022.580093,29.05065886,8.013527778,8.448568056,0.640047222,6.5605,4.936953831
2019-01-09T05,3.049387837,1022.424597,28.80248883,7.398875312,8.150742849,0.352790891,7.365599833,5.464875509
2019-01-09T06,3.052855833,1022.419301,28.80585275,6.882308333,8.1909475,0.180194444,8.626201389,5.31017758
2019-01-09T07,3.079889472,1022.529986,28.97377348,6.537730556,8.329324167,0.228669444,7.610694444,5.121348563
2019-01-09T08,3.08700525,1022.522114,28.97938178,6.407769444,8.412483056,0.302619444,7.8943125,4.975553981
2019-01-09T09,3.06428642,1022.308037,28.71248786,6.458119967,8.450878367,0.345665093,5.033039433,4.951476796
2019-01-09T10,3.092180972,1022.437308,28.89960214,6.553138889,8.575104167,0.612111111,0.2415625,4.803707262
2019-01-09T11,3.107886861,1022.540139,29.03342171,7.2154,8.609468056,0.956963889,0.260680556,4.79228693
2019-01-09T12,3.102350222,1022.526611,29.00486503,8.0346,8.574168611,0.798008333,0.253694444,4.85753107
2019-01-09T13,3.106704721,1022.563567,29.04750553,8.89294085,8.576609831,0.275823382,0.22403499,4.881194748
2019-01-09T14,3.118506806,1022.631469,29.13785506,9.476233333,8.614728611,0.188097222,0.279604167,4.84526919
2019-01-09T15,3.110264944,1022.596925,29.08459886,9.811575,8.575786944,0.186533333,0.535631944,4.865489347
2019-01-09T16,3.108690639,1022.593658,29.07837247,9.781358333,8.563576944,0.469161111,0.526618056,4.878486916
2019-01-09T17,3.106450958,1022.595881,29.07750889,9.57416551,8.536557067,0.930208275,0.522014718,4.931483551
2019-01-09T18,3.10028,1022.571228,29.04157432,9.280583333,8.502768611,0.862397222,0.398770833,5.013645327
2019-01-09T19,3.109147583,1022.615168,29.10546433,9.017522222,8.536741111,0.403922222,0.452465278,4.957775311
2019-01-09T20,3.1408835,1022.764856,29.32250269,8.842986111,8.671200556,0.355736111,0.670694444,4.749021601
2019-01-09T21,3.133464066,1022.694872,29.23577601,8.764782005,8.683439878,0.346986948,1.148368509,4.705760134
2019-01-09T22,3.179525056,1022.933516,29.57197965,8.777388889,8.850380833,0.288119444,0.783430556,4.440181663
2019-01-09T23,3.125630639,1022.553718,29.07339242,8.816375,8.782801111,0.620947222,0.605631944,4.534943015
2019-01-10T00,3.119831222,1022.530993,29.0382797,8.895583333,8.752963056,0.300916667,0.467673611,4.588367602
2019-01-10T01,3.138008859,1022.692801,29.2407648,9.057603443,8.734183005,0.197153568,0.51092752,4.64695682
2019-01-10T02,3.146575306,1022.739464,29.30537321,9.121769444,8.762787778,0.195019444,0.433652778,4.592285119
2019-01-10T03,3.1203505,1022.547122,29.05591878,8.929158333,8.737871389,0.341158333,0.337125,4.773322104
2019-01-10T04,3.120020944,1022.561973,29.07269503,8.537638889,8.713478056,0.697391667,0.246326389,4.893115913
2019-01-10T05,3.107707331,1022.488108,28.9749104,8.000477645,8.67819439,1.280910858,0.276207998,5.159915342
2019-01-10T06,3.097146806,1022.435078,28.90233711,7.434983333,8.634089722,1.714272222,0.303375,5.416879349
2019-01-10T07,3.092069472,1022.434995,28.89479532,6.999747222,8.57941,1.720580556,0.339527778,5.561079398
2019-01-10T08,3.099908278,1022.49275,28.97091899,6.794911111,8.585425,1.466075,0.316291667,5.466148289
2019-01-10T09,3.114133324,1022.586064,29.09532121,6.777572896,8.612890031,1.041863371,0.295605387,5.264810932
2019-01-10T10,3.09869925,1022.420729,28.89334254,6.810147222,8.665039167,1.226847222,0.276423611,4.973100369
