Time UTC, Oxygen Concentration Corrected (ml/l), Oxygen Concentration Corrected QC Flag, Oxygen Concentration Corrected Count, Corrected Heading (mobile position/attitude sensor) (deg), Corrected Heading (mobile position/attitude sensor) QC Flag, Corrected Heading (mobile position/attitude sensor) Count, True Heading (mobile position/attitude sensor) (deg), True Heading (mobile position/attitude sensor) QC Flag, True Heading (mobile position/attitude sensor) Count
2020-08-07T07,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T08,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T09,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T10,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T11,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T12,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T13,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T14,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T15,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T16,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T17,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T18,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T19,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T20,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T21,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T22,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-07T23,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T00,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T01,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T02,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T03,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T04,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T05,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T06,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T07,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T08,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T09,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T10,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T11,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T12,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T16,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T17,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T18,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T19,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T20,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T21,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T22,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-08T23,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T00,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T01,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T02,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T03,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T04,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T05,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T06,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T07,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T08,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T09,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T10,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T11,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T12,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T16,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T17,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T18,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T19,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T20,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T21,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T22,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-09T23,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T00,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T01,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T02,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T03,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T04,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T05,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T06,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T07,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T08,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T09,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T10,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T11,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T12,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T16,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T17,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T18,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T19,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T20,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T21,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T22,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-10T23,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T00,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T01,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T02,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T03,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T04,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T05,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T06,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T07,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T08,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T09,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T10,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T11,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T12,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T16,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T17,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T18,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T19,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T20,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T21,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T22,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-11T23,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T00,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T01,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T02,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T03,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T04,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T05,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T06,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T07,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T08,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T09,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T10,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T11,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T12,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T16,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T17,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T18,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T19,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T20,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T21,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T22,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-12T23,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T00,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T01,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T02,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T03,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T04,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T05,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T06,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T07,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T08,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T09,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T10,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T11,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T12,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T16,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T17,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T18,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T19,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T20,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T21,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T22,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-13T23,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T00,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T01,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T02,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T03,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T04,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T05,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T06,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T07,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T08,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T09,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T10,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T11,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T12,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T16,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T17,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T18,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T19,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T20,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T21,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T22,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-14T23,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T00,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T01,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T02,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T03,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T04,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T05,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T06,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T07,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T08,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T09,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T10,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T11,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T12,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T16,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T17,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T18,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T19,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T20,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T21,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T22,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-15T23,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T00,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T01,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T02,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T03,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T04,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T05,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T06,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T07,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T08,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T09,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T10,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T11,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T12,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T16,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T17,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T18,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T19,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T20,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T21,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T22,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-16T23,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T00,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T01,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T02,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T03,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T04,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T05,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T06,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T07,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T08,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T09,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T10,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T11,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T12,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T16,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T17,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T18,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T19,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T20,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T21,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T22,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-17T23,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T00,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T01,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T02,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T03,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T04,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T05,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T06,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T07,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T08,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T09,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T10,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T11,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T12,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T16,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T17,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T18,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T19,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T20,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T21,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T22,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-18T23,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T00,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T01,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T02,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T03,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T04,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T05,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T06,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T07,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T08,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T09,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T10,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T11,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T12,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T16,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T17,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T18,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T19,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T20,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T21,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T22,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-19T23,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T00,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T01,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T02,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T03,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T04,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T05,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T06,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T07,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T08,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T09,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T10,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T11,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T12,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T16,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T17,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T18,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T19,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T20,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T21,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T22,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-20T23,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T00,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T01,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T02,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T03,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T04,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T05,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T06,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T07,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T08,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T09,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T10,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T11,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T12,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T16,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T17,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T18,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T19,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T20,,4.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T21,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T22,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-21T23,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T00,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T01,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T02,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T03,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T04,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T05,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T06,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T07,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T08,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T09,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T10,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T11,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T12,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T13,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T14,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T15,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T16,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T17,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T18,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T19,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T20,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T21,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T22,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-22T23,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-23T00,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-23T01,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-23T02,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-23T03,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-23T04,,9.0,0.0,,9.0,0.0,,9.0,0.0
2020-08-23T05,,9.0,0.0,,9.0,0.0,,9.0,0.0
